id_municipio,municipio_nome,municipio_cetesb,agencia,endereco,numero,bairro,municipio_sede,cep,telefone,fax,email,url
3540754,Potim,POTIM,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=POTIM
3540804,Potirendaba,POTIRENDABA,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=POTIRENDABA
3540853,Pracinha,PRACINHA,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRACINHA
3540903,Pradópolis,PRADÓPOLIS,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRAD%D3POLIS
3541000,Praia Grande,PRAIA GRANDE,Agência Ambiental de Santos,Rua Delfim Moreira,56,Embaré,Santos,11040-100,(13) 3227-7767,(13) 3227-7767,santos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRAIA%20GRANDE
3541059,Pratânia,PRATÂNIA,Agência Ambiental de Botucatu,Rua Lourenço Carmelo,180,Jardim Paraíso,Botucatu,18610-265,(14) 3882-1134,(14) 3882-1134,botucatu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRAT%C2NIA
3541109,Presidente Alves,PRESIDENTE ALVES,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRESIDENTE%20ALVES
3541208,Presidente Bernardes,PRESIDENTE BERNARDES,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRESIDENTE%20BERNARDES
3541307,Presidente Epitácio,PRESIDENTE EPITÁCIO,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRESIDENTE%20EPIT%C1CIO
3541406,Presidente Prudente,PRESIDENTE PRUDENTE,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRESIDENTE%20PRUDENTE
3541505,Presidente Venceslau,PRESIDENTE VENCESLAU,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PRESIDENTE%20VENCESLAU
3541604,Promissão,PROMISSÃO,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=PROMISS%C3O
3541653,Quadra,QUADRA,Agência Ambiental de Itapetininga,Rua General Carneiro,196,Centro,Itapetininga,18200-024,(15) 3272-2888,(15) 3272-2891,itapetininga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=QUADRA
3541703,Quatá,QUATÁ,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=QUAT%C1
3541802,Queiroz,QUEIROZ,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=QUEIROZ
3541901,Queluz,QUELUZ,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=QUELUZ
3542008,Quintana,QUINTANA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=QUINTANA
3542107,Rafard,RAFARD,Agência Ambiental de Campinas,Av. Brasil,2340,Jd. Chapadão,Campinas,13070-178,(19) 3241-1744,( ) -,campinas_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RAFARD
3542206,Rancharia,RANCHARIA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RANCHARIA
3542305,Redenção da Serra,REDENÇÃO DA SERRA,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=REDEN%C7%C3O%20DA%20SERRA
3542404,Regente Feijó,REGENTE FEIJÓ,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=REGENTE%20FEIJ%D3
3542503,Reginópolis,REGINÓPOLIS,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=REGIN%D3POLIS
3542602,Registro,REGISTRO,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=REGISTRO
3542701,Restinga,RESTINGA,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RESTINGA
3542800,Ribeira,RIBEIRA,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIRA
3542909,Ribeirão Bonito,RIBEIRÃO BONITO,Agência Ambiental de São Carlos,Avenida das Azaléias,700,Cidade Jardim,São Carlos,13566-500,(16) 3361-2004,(16) 3361-2004,saocarlos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20BONITO
3543006,Ribeirão Branco,RIBEIRÃO BRANCO,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20BRANCO
3543105,Ribeirão Corrente,RIBEIRÃO CORRENTE,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20CORRENTE
3543204,Ribeirão do Sul,RIBEIRÃO DO SUL,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20DO%20SUL
3543238,Ribeirão dos Índios,RIBEIRÃO DOS ÍNDIOS,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20DOS%20%CDNDIOS
3543253,Ribeirão Grande,RIBEIRÃO GRANDE,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20GRANDE
3543303,Ribeirão Pires,RIBEIRÃO PIRES,Agência Ambiental do ABC I,Rua dos Vianas,625,Baeta Neves,São Bernardo Do Campo,09760-040,(11) 4123-4555,(11) 4123-4555,abc1_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20PIRES
3543402,Ribeirão Preto,RIBEIRÃO PRETO,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIBEIR%C3O%20PRETO
3543600,Rifaina,RIFAINA,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIFAINA
3543709,Rincão,RINCÃO,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RINC%C3O
3543808,Rinópolis,RINÓPOLIS,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIN%D3POLIS
3543907,Rio Claro,RIO CLARO,Agência Ambiental de Piracicaba,Rua do Rosário,566,Centro,Piracicaba,13400-183,(19) 3402-6863,(19) 3402-6863,piracicaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIO%20CLARO
3544004,Rio das Pedras,RIO DAS PEDRAS,Agência Ambiental de Piracicaba,Rua do Rosário,566,Centro,Piracicaba,13400-183,(19) 3402-6863,(19) 3402-6863,piracicaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIO%20DAS%20PEDRAS
3544103,Rio Grande da Serra,RIO GRANDE DA SERRA,Agência Ambiental do ABC I,Rua dos Vianas,625,Baeta Neves,São Bernardo Do Campo,09760-040,(11) 4123-4555,(11) 4123-4555,abc1_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIO%20GRANDE%20DA%20SERRA
3544202,Riolândia,RIOLÂNDIA,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIOL%C2NDIA
3543501,Riversul,RIVERSUL,Agência Ambiental de Capão Bonito,Rua Denise,131,Terras de Imbirucu,Capão Bonito,18304-700,(15) 3542-3173,(15) 3542-3173,capaobonito_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RIVERSUL
3544251,Rosana,ROSANA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ROSANA
3544301,Roseira,ROSEIRA,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ROSEIRA
3544400,Rubiácea,RUBIÁCEA,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RUBI%C1CEA
3544509,Rubinéia,RUBINÉIA,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=RUBIN%C9IA
3544608,Sabino,SABINO,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SABINO
3544707,Sagres,SAGRES,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SAGRES
3544806,Sales,SALES,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALES
3544905,Sales Oliveira,SALES OLIVEIRA,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALES%20OLIVEIRA
3545001,Salesópolis,SALESÓPOLIS,Agência Ambiental de Mogi das Cruzes,Rua Francisco Franco,133,Centro,Mogi Das Cruzes,08710-590,(11) 4723-2130,( ) -,mogi_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALES%D3POLIS
3545100,Salmourão,SALMOURÃO,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALMOUR%C3O
3545159,Saltinho,SALTINHO,Agência Ambiental de Piracicaba,Rua do Rosário,566,Centro,Piracicaba,13400-183,(19) 3402-6863,(19) 3402-6863,piracicaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALTINHO
3545209,Salto,SALTO,Agência Ambiental de Jundiaí,Rua Joao Ferrara,555,Jd. Pitangueiras II,Jundiaí,13206-714,(11) 4817-1898,(11) 4587-3597,jundiai_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALTO
3545308,Salto de Pirapora,SALTO DE PIRAPORA,Agência Ambiental de Sorocaba,Rua Epitácio Pessoa,269,Além Ponte,Sorocaba,18013-190,(15) 3222-2065,(15) 3222-2065,sorocaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALTO%20DE%20PIRAPORA
3545407,Salto Grande,SALTO GRANDE,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SALTO%20GRANDE
3545506,Sandovalina,SANDOVALINA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANDOVALINA
3545605,Santa Adélia,SANTA ADÉLIA,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20AD%C9LIA
3545704,Santa Albertina,SANTA ALBERTINA,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20ALBERTINA
3545803,Santa Bárbara D'Oeste,SANTA BÁRBARA D´OESTE,Agência Ambiental de Americana,Rua Florindo Cibin,435,V. Medon,Americana,13465-230,(19) 3461-1550,(19) 3461-1550,americana_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20B%C1RBARA%20D%B4OESTE
3546009,Santa Branca,SANTA BRANCA,Agência Ambiental de São José dos Campos,Av. Olivo Gomes,100,Pq. da Cidade/Santana,São José Dos Campos,12211-115,(12) 3911-9536,(12) 3911-9536,sjcampos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20BRANCA
3546108,Santa Clara d'Oeste,SANTA CLARA D`OESTE,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20CLARA%20D%60OESTE
3546207,Santa Cruz da Conceição,SANTA CRUZ DA CONCEIÇÃO,Agência Ambiental de Mogi Guaçu,Rua Hugo Pancieira,400,Pedregulhal,Mogi Guaçu,13845-190,(19) 3818-0396,(19) 3818-0396,mogiguacu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20CRUZ%20DA%20CONCEI%C7%C3O
3546256,Santa Cruz da Esperança,SANTA CRUZ DA ESPERANÇA,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20CRUZ%20DA%20ESPERAN%C7A
3546306,Santa Cruz das Palmeiras,SANTA CRUZ DAS PALMEIRAS,Agência Ambiental de São João da Boa Vista,Rua Marechal Deodoro,345,Centro,São João Da Boa Vista,13870-223,(19) 3633-1510,(19) 3633-1510,sjboavista_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20CRUZ%20DAS%20PALMEIRAS
3546405,Santa Cruz do Rio Pardo,SANTA CRUZ DO RIO PARDO,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20CRUZ%20DO%20RIO%20PARDO
3546504,Santa Ernestina,SANTA ERNESTINA,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20ERNESTINA
3546603,Santa Fé do Sul,SANTA FÉ DO SUL,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20F%C9%20DO%20SUL
3546702,Santa Gertrudes,SANTA GERTRUDES,Agência Ambiental de Limeira,Av. Vitório Bortolan,1450,Pq. Abílio Pedro,Limeira,13483-132,(19) 3451-6203,(19) 3451-6203,limeira_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20GERTRUDES
3546801,Santa Isabel,SANTA ISABEL,Agência Ambiental de São José dos Campos,Av. Olivo Gomes,100,Pq. da Cidade/Santana,São José Dos Campos,12211-115,(12) 3911-9536,(12) 3911-9536,sjcampos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20ISABEL
3546900,Santa Lúcia,SANTA LÚCIA,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20L%DACIA
3547007,Santa Maria da Serra,SANTA MARIA DA SERRA,Agência Ambiental de Piracicaba,Rua do Rosário,566,Centro,Piracicaba,13400-183,(19) 3402-6863,(19) 3402-6863,piracicaba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20MARIA%20DA%20SERRA
3547106,Santa Mercedes,SANTA MERCEDES,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20MERCEDES
3547502,Santa Rita do Passa Quatro,SANTA RITA DO PASSA QUATRO,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20RITA%20DO%20PASSA%20QUATRO
3547403,Santa Rita d'Oeste,SANTA RITA D´OESTE,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20RITA%20D%B4OESTE
3547601,Santa Rosa de Viterbo,SANTA ROSA DE VITERBO,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20ROSA%20DE%20VITERBO
3547650,Santa Salete,SANTA SALETE,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTA%20SALETE
3547205,Santana da Ponte Pensa,SANTANA DA PONTE PENSA,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTANA%20DA%20PONTE%20PENSA
3547304,Santana de Parnaíba,SANTANA DE PARNAÍBA,Agência Ambiental de Osasco,Rua Anete Queiroz Lacerda,80,Jd. Bonfiglioli,São Paulo,05591-080,(11) 3721-9600,(11) 3721-9600,osasco_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTANA%20DE%20PARNA%CDBA
3547700,Santo Anastácio,SANTO ANASTÁCIO,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANAST%C1CIO
3547809,Santo André,SANTO ANDRÉ,Agência Ambiental do ABC I,Rua dos Vianas,625,Baeta Neves,São Bernardo Do Campo,09760-040,(11) 4123-4555,(11) 4123-4555,abc1_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANDR%C9
3547908,Santo Antônio da Alegria,SANTO ANTÔNIO DA ALEGRIA,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANT%D4NIO%20DA%20ALEGRIA
3548005,Santo Antônio de Posse,SANTO ANTÔNIO DE POSSE,Agência Ambiental de Paulínia,Rua Angelo Varandas,550,Jd. Santa Terezinha,Paulínia,13140-802,(19) 3844-0466,(19) 3844-0466,paulinia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANT%D4NIO%20DE%20POSSE
3548054,Santo Antônio do Aracanguá,SANTO ANTÔNIO DO ARACANGUÁ,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANT%D4NIO%20DO%20ARACANGU%C1
3548104,Santo Antônio do Jardim,SANTO ANTÔNIO DO JARDIM,Agência Ambiental de São João da Boa Vista,Rua Marechal Deodoro,345,Centro,São João Da Boa Vista,13870-223,(19) 3633-1510,(19) 3633-1510,sjboavista_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANT%D4NIO%20DO%20JARDIM
3548203,Santo Antônio do Pinhal,SANTO ANTÔNIO DO PINHAL,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20ANT%D4NIO%20DO%20PINHAL
3548302,Santo Expedito,SANTO EXPEDITO,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=SANTO%20EXPEDITO
